Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Date added,Downloadable,Files,Ship downloadable,Inventory tracking,Free shipping,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Pay by points,Override points,Override exchange rate,SEO name,Short description,Status,Popularity,Max quantity,Quantity step,List qty count,Out of stock actions,Promo text,Product URL,Image URL,Images,Detailed image URL,Items in box,Box size,Usergroup IDs,Available since,Product availability,Options type,Exceptions type,Store,Attachments,Variation group code,Variation group id,Variation parent product id,Variation sub group id,Variation set as default,test (Variation feature),test2 (Variation feature),Βάρος (Variation feature),Γεύση (Variation feature),Μάρκα (Variation feature),Μήκος (Variation feature),Πλάτος (Variation feature),Συσκευασία (Variation feature),Ύψος (Variation feature),Discussion,Unit name,Units in product,Show price per X units
"16222-47994","el","3887","AMILA","8.20","8.20","0.000","0","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/47994-scaled.jpg#{[el]:;}","Κορδέλα Ρυθμικής Γυμναστικής 5m, Φούξια","","","","","","","","","Ρυθμική Γυμναστική; Κορδέλες Ρυθμικής; Sports","N","N","N","kordela-rythmikis-gymnastikis-5m-foyksia","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/kordela-rythmikis-gymnastikis-5m-foyksia/","http://192.168.1.18/madfit_gr/images/thumbnails/280/28/detailed/25/47994-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/47994-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/47994-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"16245-47202","el","3888","AMILA","30.00","30.00","0.000","45","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/47202.jpg#{[el]:;}","Βατραχοπέδιλα Κοντά AMILA 37-38","<p>Βατραχοπέδιλα κοντά από AMILA. Ιδανικά για γυμναστική και χρήση στο κολυμβητήριο για αποθεραπεία μετά από τραυματισμό ή για ενδυνάμωση. Κατάλληλο για όλες τις ηλικίες, κατασκευασμένο από σιλικόνη.</p>","","","","","","","","Βατραχοπέδιλα Πισίνας; Υγρός Στίβος; Sports","N","N","N","batrakhopedila-konta-amila-37-38","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/batrakhopedila-konta-amila-37-38/","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/25/47202.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/47202.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/47202.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25850-83295","el","3889","AMILA","21.90","21.90","0.000","892","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/83295.jpg#{[el]:;}","Περικάρπια Άρσης Βαρών","","","","","","","","","Ελεύθερα Βάρη; Fitness; Γάντια/Περικάρπια Άρσης Βαρών","N","N","N","perikarpia-arsis-baron","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/perikarpia-arsis-baron/","http://192.168.1.18/madfit_gr/images/thumbnails/280/250/detailed/25/83295.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/83295.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/83295.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"23231-44698","el","3890","AMILA","14.40","14.40","0.000","0","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/44698-scaled.jpg#{[el]:;}","Βάρος Καρπού 1,50kg","<p>Το συγκεκριμένο βάρος καρπού, προσφέρει όλα τα πλεονεκτήματα των παραδοσιακών ασκήσεων με βάρος, χωρίς όμως να πρέπει να κρατάτε κάποιο μεταλλικό αλτηράκι ή να έχετε δεμένο ένα βάρος άκρων. Εργονομικός σχεδιασμός, πατενταρισμένος (αρ. Πατέντας: US6.964.635 B2) θα σας επιτρέψει να πιάσετε την μπάλα εύκολα ενώ η αντιολισθητική του επιφάνεια του θα την κάνει ένα με την παλάμη σας. Για επιπλέον ασφάλεια και δέσιμο  υπάρχει ο ρυθμιζόμενος ιμάντας σύσφιξης ο οποίος θα ταιριάζει σε όλους τους χρήστες. Το σχέδιο του θυμίζει μπάλα του αμερικάνικου football, το οποίο επιτρέπει ένα πλήθος ασκήσεων ενδυνάμωσης και λειτουργικής προπόνησης.</p>","","","","","","","","Ελεύθερα Βάρη; Βάρη άκρων; Fitness","N","N","N","baros-karpoy-1-50kg","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/baros-karpoy-1-50kg/","http://192.168.1.18/madfit_gr/images/thumbnails/280/230/detailed/25/44698-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/44698-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/44698-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"23433-46352","el","3891","AMILA","239.00","239.00","0.000","11","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/46352.jpg#{[el]:;}","Total Gym Press Bar","","","","","","","","","Αξεσουάρ Μηχανημάτων; Όργανα Γυμναστικής Επαγγελματικά; Μηχανήματα Ενδυνάμωσης Επαγγελματικά","N","N","N","total-gym-press-bar","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/total-gym-press-bar/","http://192.168.1.18/madfit_gr/images/thumbnails/280/148/detailed/25/46352.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/46352.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/46352_1.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/46352.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25864-81796","el","3892","AMILA","63.90","63.90","0.000","10","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/81796-scaled.jpg#{[el]:;}","Rectangular Balance Board","","","","","","","","","Δίσκοι Ισορροπίας; Fitness; Αποκατάσταση","N","N","N","rectangular-balance-board","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/rectangular-balance-board/","http://192.168.1.18/madfit_gr/images/thumbnails/280/55/detailed/25/81796-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/81796-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/81796_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/81796_2-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/81796_3-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/81796-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"17692-48363","el","3893","AMILA","9.50","9.50","0.000","49","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/48363.jpg#{[el]:;}","Παπούτσια Μπαλέτου Καμβάς Μπεζ, Νο42","","","","","","","","","Sports; Παπούτσια; Ρυθμική Γυμναστική","N","N","N","papoytsia-mpaletoy-kambas-mpez-no42","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/papoytsia-mpaletoy-kambas-mpez-no42/","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/25/48363.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/48363.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/48363.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"26543-98874","el","3894","AMILA","6.50","6.50","0.000","97","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/98874-scaled.jpg#{[el]:;}","Παπούτσια Ρυθμικής Γυμναστικής Μύτης Microfiber Tan, Νο37","","","","","","","","","Sports; Ρυθμική Γυμναστική; Παπούτσια","N","N","N","papoytsia-rythmikis-gymnastikis-mytis-microfiber-tan-no37","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/papoytsia-rythmikis-gymnastikis-mytis-microfiber-tan-no37/","http://192.168.1.18/madfit_gr/images/thumbnails/280/523/detailed/25/98874-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/98874-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/98874_1.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/98874-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"28656-48995","el","3895","AMILA","11.90","11.90","0.000","189","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/48995.jpg#{[el]:;}","Προστατευτικό Κράνος Μαύρο PVC Medium","<p><html><head></head><body></p><p>Το κράνος είναι το πιο σημαντικό αξεσουάρ που πρέπει να πάρει κάποιος όταν κάνει σπορ όπως ποδηλασία, Skating κλπ. Ουσιαστικά όταν αγοράζει την σανίδα του ή το ποδήλατό του, πρέπει να υπολογίζει και αυτό στο κόστος.<br />Γι' αυτό το λόγο, το κράνος που θα πάρετε για εσάς ή το παιδί σας θα πρέπει να είναι ελεγμένο και κατάλληλο, ενώ θα πρέπει να προσαρμόζεται σωστά στο κεφάλι, τόσο ώστε να μην κουνιέται αλλά να μην πιέζει κιόλας, ενώ δεν θα πρέπει να επηρεάζει και το οπτικό πεδίο.</p><p>Το κράνος από την <strong>AMILA</strong> είναι κατασκευασμένο εξωτερικά από&nbsp;<strong>πλαστικό&nbsp;(PVC)</strong>&nbsp;και εσωτερικά από <strong>EPS για απορρόφηση κραδασμών</strong>. Δίνει αρκετά καλή προστασία<strong> χωρίς να χαλάει το οπτικό πεδίο του χρήστη</strong>. <strong>Είναι ρυθμιζόμενο</strong> ως προς την περιφέρεια για να <strong>εφαρμόζει απόλυτα</strong> σωστά, ενώ χάρι τους ιμάντες δένει στο&nbsp;κεφάλι για ακόμα μεγαλύτερη ασφάλεια. Σε περίπτωση που θέλετε να ρυθμίσετε το κράνος <strong>στριφογυρίστε την ροδέλα</strong> στο πίσω μέρος του κράνους. Ο σχεδιασμός του περιλαμβάνει και&nbsp;<strong>6 διόδους αέρα</strong> για καλύτερο <strong>εξαερισμό</strong> και για να είναι άνετο κατά τη <strong>διάρκεια του καλοκαιριού</strong> χωρίς να κουράζει ακόμα και μετά από πολύωρη χρήση. <strong>Δεν είναι κατάλληλο για χρήση σε μηχανή.</strong></p><p>Όμορφο και δυναμικό σχέδιο, που σίγουρα θα άρεσει σε όλα τα αγόρια.</p><p>Οδηγός μεγεθών:</p><p>Κωδικός – Μέγεθος<br />48994:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Small (52-55cm)<br />48995:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Medium (55-58cm)<br />48996:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Large (58-61cm)</p><p><strong>Οδηγίες:</strong><br />1)&nbsp;Βεβαιωθείτε ότι το μέγεθος του κράνους είναι το σωστό για το κεφάλι σας, βεβαιούμενοι ότι εφαρμόζει καλά, γιατί μόνο τότε θα σας προστατεύει σωστά.<br />2)&nbsp;Φορέστε το κράνος έτσι ώστε οι ιμάντες πρόσδεσης να μην καλύπτουν τα αυτιά σας.<br />3)&nbsp;Ρυθμίστε τους ιμάντες και την αγκράφα ασφάλισης έτσι ώστε να είναι σφιχτά και άνετα.<br />4)&nbsp;Ελέγξτε ότι το κράνος δε μπορεί να μετακινηθεί πολύ εμπρός/πίσω.<br />5)&nbsp;Σιγουρευτείτε ότι το κράνος δεν εμποδίζει την ορατότητα.</p><p><font size=""2"">Αποποίηση ευθύνης:<br />Προσοχή το παρόν κράνος δεν έχει κατασκευαστεί για χρήση σε μηχανή. Προσοχή κανένα κράνος δεν μπορεί να προστατέψει από όλες τις πιθανές συγκρούσεις. Προσοχή το κράνος είναι σχεδιασμένο να δένεται κάτω από την κάτω γνάθο. Προσοχή για μέγιστη ασφάλεια πρέπει το κράνος να εφαρμόζει σωστά. Ένα σωστό τοποθετημένο κράνος δεν πρέπει να μετακινείται ή να μπλοκάρει την ορατότητα. Εάν μετά την ρύθμιση μεγέθους το κράνος δεν εφαρμόζει σωστά ΜΗΝ ΤΟ ΧΡΗΣΙΜΟΠΟΙΗΣΕΤΕ. Προσοχή το κράνος έχει συγκεκριμένη διάρκεια ζωής σε χρήση και πρέπει να αλλάζει όταν δείχνει ξεκάθαρα σημάδια χρήσης. Προσοχή το κράνος δεν πρέπει να φορεθεί για αναρρίχηση που υπάρχει κίνδυνος πνιγμού σε περίπτωση κρεμάσματος ή παγίδευσης του χρήστη. Προσοχή μην κάνετε καμία μετατροπή ούτε να βάλετε κάτι επάνω στο κράνος. Προσοχή το κράνος έχει σχεδιαστεί για να απορροφάει κραδασμούς με μερικό σπάσιμο του κελύφους. Αυτό το σπάσιμο μπορεί να μην είναι ορατό. Εάν έχει απορροφήσει κάποιες κρούσεις θα πρέπει να καταστρέφεται και να το αλλάζετε ακόμα και αν δεν φαίνεται κατεστραμμένο. Προσοχή σε περίπτωση μεγάλης κρούσης το κράνος μπορεί να διαλυθεί και να μην προστατεύει σε επόμενη κρούση, και μπορεί η ζημιά να μην φαίνεται, ΜΗΝ χρησιμοποιήσετε το κράνος σε τέτοια περίπτωση. Προσοχή το κράνος μπορεί να πάθει ζημιά από πετρελαιοχημικά υλικά όπως, αμμωνία, μπογιά ή κόλλες, χωρίς η ζημιά να είναι ορατή. Χρησιμοποιήστε μόνο νερό και κομμάτι υφάσματος για να καθαρίσετε το κράνος σας.</font></p><p></body></html></p>","","","","","","","","Προστατευτικά Skate - Roller; Skate - Roller; Sports","N","N","N","prostateytiko-kranos-mayro-pvc-medium","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/prostateytiko-kranos-mayro-pvc-medium/","http://192.168.1.18/madfit_gr/images/thumbnails/280/326/detailed/25/48995.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/48995.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/48995_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/48995_2.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/48995.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"23386-41892","el","3896","AMILA","57.90","57.90","0.000","67","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/41892.jpg#{[el]:;}","Μπάλα Water Polo Mikasa WP440C No. 4","<p><html><head></head><body></p><p>    Η μπάλα Water Polo WP440C της  MIKASA  ήρθε να αντικαταστήσει την W6009W.<br />    Διαθέτει νέες τεχνολογίες τόσο στην κατασκευή όσο και στα υλικά βελτιώνοντας<br />    σημαντικά την εμπειρία παιχνιδιού. Η WP440C αποτελεί την μπάλα της<br />    ομοσπονδίας από το 2023, χρονιά που  κυκλοφόρησε η μπάλα.</p><h4>    Βελτίωση GRIP και Ποιότητας<br /></h4><p>    Ένα από τα ζητούμενα στον σχεδιασμό της νέας μπάλας από την MIKASA ήταν  η<br />    βελτίωση του Grip που  προσφέρει η μπάλα στους παίχτες. Το grip στις<br />    παραδοσιακές μπάλες Water Polo επιτυγχάνεται  μέσω της κάθετης επαφής των<br />    δαχτύλων με των παράλληλων γραμμών στην εξωτερική  επιφάνεια της μπάλας.<br />    Αυτή η τεχνοτροπία ονομαζόταν “Buffing”. Αυτή η τεχνοτροπία δεν βοηθούσε<br />    όταν οι αθλητές κατά την διάρκεια του αγώνα έβαζαν παράλληλα τα δάχτυλα τους<br />    με  τις παράλληλες γραμμές. Την λύση σε αυτό το πρόβλημα ήρθε να δώσει το<br />    νέο υλικό  της MIKASA που λέγεται  Foam Rubber. Σύμφωνα με τις μετρήσεις<br />    της εταιρίας προσφέρει 26% καλύτερο grip.</p><h4>    Μείωση Περιβαλλοντολογικού Αποτυπώματος.<br /></h4><p>    Το νέο υλικό Foam Rubber,  δεν βοήθησε μόνο στην σταθερότητα της ποιότητας ή<br />    στην αύξηση του grip, αλλά και στην μείωση  σπατάλης λάστιχου κάνοντας την<br />    μπάλα πιο φιλική στο περιβάλλον. Σύμφωνα με την MIKASA η  νέα μπάλα έχει<br />    μείωση σπατάλης λάστιχου κατά 99%</p><p></body></html></p>","","","","","","","","Υγρός Στίβος; Water Polo; Sports","N","N","N","mpala-water-polo-mikasa-wp440c-no-4","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/mpala-water-polo-mikasa-wp440c-no-4/","http://192.168.1.18/madfit_gr/images/thumbnails/280/263/detailed/25/41892.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/41892.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/41892_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/41892_2.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/41892.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"100201","el","2999","Πρωτεϊνη","0.00","55.00","2.250","0","","0.00","31 Mar 2025 17:08:24","N","","N","","N","","","1/exim/backup/images/nutread-100-whey-protein_opip-7q.jpg#{[el]:;}","WHEY PROTEIN NUTREND","<p><b>Προηγμένη φόρμουλα με πατενταρισμένα συστατικά!</b></p><p><span style=""font-weight: 400"">Μεγιστοποίησε τα αποτελέσματα της σκληρής σου προσπάθειας στο γυμναστήριο και στην …κουζίνα με τη βοήθεια του </span><b>100% Whey Protein </b><span style=""font-weight: 400"">της</span><b> Nutrend</b><span style=""font-weight: 400"">. Μια προηγμένη φόρμουλα συμπληρώματος πρωτεΐνης ορού γάλακτος, με καινοτόμα πατενταρισμένα συστατικά που θα υποστηρίξει την επίτευξη των στόχων σου.</span></p><p><span style=""font-weight: 400"">Το μίγμα πρωτεϊνών αποτελείται από συμπυκνωμένη πρωτεΐνη ορού γάλακτος (whey protein concentrate) και απομονωμένη πρωτεΐνη ορού γάλακτος (whey protein isolate). Η τεχνολογία μικροδιήθησης διασταυρούμενης ροής (Cross-Flow Microfiltration – CFM) διασφαλίζει πως οι πρωτεΐνες διατηρούν όλα τα βιολογικά ενεργά συστατικά τους.  </span></p><p><span style=""font-weight: 400"">Το 78,8% της πρωτεΐνης είναι συμπυκνωμένη (περιέχει λεκιθίνη ηλίανθου και αντισυσσωματικό φωσφορικό ασβέστιο), και το 15,5% απομονωμένη πρωτεΐνη ορού γάλακτος (περιέχει λεκιθίνη ηλίανθου).</span></p><p><span style=""font-weight: 400"">Η κατοχυρωμένη με δίπλωμα ευρεσιτεχνίας πρώτη ύλη INSTANT WHEY εξασφαλίζει τη βασική διαλυτότητα πρωτεϊνών για προετοιμάσεις ευκολότερα και αποτελεσματικότερα το ρόφημά σου.</span></p><p><span style=""font-weight: 400"">Ο ορός γάλακτος που χρησιμοποιείται για την παραγωγή αυτού του προϊόντος λαμβάνεται από γάλα αγελάδων, των οποίων η διατροφή αποτελείται από τουλάχιστον 90 % φρέσκο ​​χόρτο ή χορτονομή και βόσκουν σε βοσκότοπους.</span></p><p><span style=""font-weight: 400"">Στη σύνθεση περιλαμβάνεται, επίσης, το πατενταρισμένο μίγμα πεπτικών ενζύμων Digezyme (αμυλάση, πρωτεάση, λακτάση, λιπάση, κυτταρινάση), που εγγυάται τη βέλτιστη απορρόφηση των συστατικών του ροφήματος από τον οργανισμό.</span></p><p><span style=""font-weight: 400"">Κάθε μερίδα παρέχει 22 γραμμάρια πρωτεΐνης και 5 γραμμάρια αμινοξέων διακλαδισμένης αλυσίδας (BCAAs).</span></p><p><b>Γιατί να το επιλέξεις</b></p><ul><li style=""font-weight: 400""><span style=""font-weight: 400"">Καινοτόμος φόρμουλα συμπληρώματος πρωτεΐνης</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Μίγμα συμπυκνωμένης (concentrate) και απομονωμένης (isolate) πρωτεΐνης ορού γάλακτος</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Με τεχνολογία μικροδιήθησης διασταυρούμενης ροής που διατηρεί όλα τα συστατικά</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Πατενταρισμένο INSTANT WHEY για βέλτιστη διαλυτότητα</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Από γάλα αγελάδων ελευθέρας βοσκής που τρέφονται κατά τουλάχιστον 90% με χόρτο.</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Πατενταρισμένο μίγμα πεπτικών ενζύμων για μέγιστη απορροφητικότητα</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Χωρίς γλουτένη</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Χωρίς τεχνητό χρώμα</span></li></ul><p><b>Συνιστώμενη δοσολογία</b></p><p><span style=""font-weight: 400"">Ανάμιξε μια δόση με 250 ml νερό. Κατανάλωσε 1 ως 3 μερίδες την ημέρα, μεταξύ των γευμάτων, ανάλογα με την ημερήσια ανάγκη σε πρωτεϊνη. Μην υπερβαίνεις τις 3 μερίδες. </span></p><p>&nbsp;</p><p><b>Προειδοποιήσεις, προφυλάξεις </b></p><p><span style=""font-weight: 400"">Δεν προορίζεται για παιδιά κάτω των 3 ετών! </span></p><p><span style=""font-weight: 400"">Φυλάσσεται σε ξηρό μέρος σε θερμοκρασία που δεν υπερβαίνει τους 25 °C και μακριά από το άμεσο ηλιακό φως. Μην παγώνετε το προϊόν. </span></p>","","","","","","Γεύση: S[Μπανάνα-φράουλα]; Συσκευασία: S[2250 gr]","","Πρωτεΐνες///Whey Protein (Ορού γάλακτος); Nutrend; Αύξηση μυϊκής μάζας; Πρωτεΐνες","N","N","N","whey-protein-nutrend-el-8","","D","0","","","","N","","http://192.168.1.18/madfit_gr/proteini/whey-protein-nutrend/?variation_id=2999","http://192.168.1.18/madfit_gr/images/thumbnails/280/265/detailed/22/nutread-100-whey-protein_opip-7q.jpg","http://192.168.1.18/madfit_gr/images/detailed/22/nutread-100-whey-protein_opip-7q.jpg///http://192.168.1.18/madfit_gr/images/detailed/22/Usn-Muscle-Fuel-Anabolic-Facts-3_an89-v6.jpg","http://192.168.1.18/madfit_gr/images/detailed/22/nutread-100-whey-protein_opip-7q.jpg","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","GC_0202","476","2991","476_2991","N","","","","Μπανάνα-φράουλα","","","","2250 gr","","D","","0.000","1.000"
"23602-52615","el","5116","AMILA","23.60","23.60","0.000","35","","0.00","01 Apr 2025 10:02:26","N","","N","","N","","","1/exim/backup/images/52615-scaled.jpg#{[el]:;}","Βατραχοπέδιλα Κοντά Salvas F5 Κίτρινο 44-45","<p>Βατραχοπέδιλα κοντά από την Salvas φτιαγμένα στην Ιταλία. Ιδανικά για γυμναστική και χρήση στο κολυμβητήριο για αποθεραπεία μετά από τραυματισμό ή για ενδυνάμωση. Κατάλληλο για αρχάριους με. Κατασκευασμένο με θερμοπλαστική γόμα για πλευρική προστασία</p>","","","","","","","","Υγρός Στίβος; Βατραχοπέδιλα Πισίνας; Sports","N","N","N","batrakhopedila-konta-salvas-f5-kitrino-44-45","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/batrakhopedila-konta-salvas-f5-kitrino-44-45/","http://192.168.1.18/madfit_gr/images/thumbnails/280/620/detailed/27/52615-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/52615-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/52615-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"19671-48577","el","4214","AMILA","11.80","11.80","0.000","36","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/48577.jpg#{[el]:;}","Εμπόδια για ακαδημίες ρυθμιζόμενα (1 τμχ.)","","","","","","","","","Sports; Προπονητικό Υλικό Στίβου; Στίβος","N","N","N","empodia-gia-akadimies-rythmizomena-1-tmkh","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/empodia-gia-akadimies-rythmizomena-1-tmkh/","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/25/48577.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/48577.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/48577.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"29933-97705","el","4215","AMILA","80.90","80.90","0.000","14","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/97705.jpg#{[el]:;}","Στόχος Handball για το Τέρμα","","","","","","","","","Sports; Εξοπλισμός Γηπέδου Handball; Handball","N","N","N","stokhos-handball-gia-to-terma","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/stokhos-handball-gia-to-terma/","http://192.168.1.18/madfit_gr/images/thumbnails/280/149/detailed/25/97705.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/97705.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/97705.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25602-42880","el","4216","AMILA","709.90","709.90","0.000","4","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/42880.jpg#{[el]:;}","Τραπέζι Ping Pong Εξωτερικού Χώρου Stag Centrerfold 6000","","","","","","","","","Sports; Ping-Pong; Τραπέζια Ping-Pong","N","N","N","trapezi-ping-pong-eksoterikoy-khoroy-stag-centrerfold-6000","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/trapezi-ping-pong-eksoterikoy-khoroy-stag-centrerfold-6000/","http://192.168.1.18/madfit_gr/images/thumbnails/280/130/detailed/25/42880.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/42880.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/42880_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/42880_2.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/42880_3.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/42880.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
